bug_id,long_description,severity_category
MAILNEWS_CORE-64267,"If I have several mail account and check mail on one of them and then press 
CTRL+M for a new message the From address is set to identity of the current 
mail account.

But if I press on a mailto link is a message of the mail account or use the 
Send Mail to in the header of a mail the From address is set to the first 
mail account.

Expected:
Starting compose in anyway when you're inside a specific mail account should set 
the From address to the identity of the current mail account.",major
CORE-330269,"This is a regression from bug 319930 which is much easier to fix that to describe. I'll do my best anyway:
In an LTR textarea type LTR text into the first line leaving space for a few characters at the end of the line.
Now type space and *exactly* the number of RTL characters necessary to fill up the line.
Now type anothe space and more RTL characters. These characters will appear on the next line but in the wrong direction (i.e. LTR).

This is because in my patch for bug 319930 I neglected to reset the embeddingLevel baseLevel and charType attributes on the continuation frames that I'm freeing up for use by the inline reflow code.

Patch will follow soon.",major
SEAMONKEY-82963,"From Bugzilla Helper:
User-Agent: Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:0.9+) Gecko/20010518
BuildID:    2001051804

If a page creates or changes the source of any images through JavaScript the
images aren't fetched. Instead the alt text is displayed.

Reproducible: Always
Steps to Reproduce:
1.Go to a page which changes an image source dynamically.
2.Wait until the page is finished loading.
3.Now trigger the event which changes the image (eg by pointing to an image with
a mouseover event).


Actual Results:  The image is replaced by a blank and the alt text is displayed
in it's place.

Expected Results:  Mozilla should fetch the new image from the server and
display it.
It should also update the progress bar as it is doing so.",major
NSS-114727,"I dropped in newly built NSS 3.4 binaries into a web server 6 debug build.
The server would not come up. The stack is :

current thread: t@1
  [1] _mutex_adaptive_lock(0xfe8d9944 0x66666400 0x4c00 0x1 0x4d58
0xfffeffff) at 0xfe8aad80
  [2] pthread_mutex_lock(0x76188 0x1 0x76188 0x4 0x0 0x231ded) at 0xfe8ab774
=>[3] PR_Lock(lock = 0x76188) line 183 in ptsynch.c
threads  [4] nssListIterator_Start(iter = 0x89288) line 338 in list.c

  [5] nssTrust_GetCERTCertTrustForCert(c = 0x2317d8 cc = 0x238c80) line 395 in
pki3hack.c
  [6] fill_CERTCertificateFields(c = 0x2317d8 cc = 0x238c80) line 471 in
pki3hack.c
  [7] STAN_GetCERTCertificate(c = 0x2317d8) line 494 in pki3hack.c
  [8] convert_cert(c = 0x2317d8 arg = 0xffbedb6c) line 86 in pk11cert.c
  [9] retrieve_cert(t = 0x88f10 session = 0x88f40 h = 18U arg = 0xffbedadc)
line 519 in devobject.c
  [10] traverse_objects_by_template(tok = 0x88f10 sessionOpt = (nil)
obj_template = 0xffbeda64 otsize = 1U callback = 0xfe616b90 =
&`libnss3.so`devobject.c`retrieve_cert(struct NSSTokenStr *t struct
nssSessionStr *session CK_OBJECT_HANDLE h void *arg) arg = 0xffbedadc) line
252 in devobject.c
  [11] nssToken_TraverseCertificates(token = 0x88f10 sessionOpt = (nil) search
= 0xffbedadc) line 543 in devobject.c
  [12] NSSTrustDomain_TraverseCertificates(td = 0x88eb0 callback = 0xfe5a0228 =
&`libnss3.so`pk11cert.c`convert_cert(struct NSSCertificateStr *c void *arg)
arg = 0xffbedb6c) line 905 in trustdomain.c
  [13] PK11_ListCerts(type = PK11CertListUser pwarg = (nil)) line 2982 in
pk11cert.c
  [14] SSLSocketConfiguration::FindServerCertFromNickname(this = 0x2313a0 name
= 0x2315c8 Server-Cert) line 194 in sslconf.cpp
  [15] SSLSocketConfiguration::set_cert_and_key(this = 0x2313a0) line 234 in
sslconf.cpp
  [16] SSLSocketConfiguration::validate(this = 0x2313a0 ignore = 0x230498
SSLPARAMS) line 588 in sslconf.cpp
  [17] ConfigurationObject::endElement(this = 0x2313a0 name = 0x230498
SSLPARAMS) line 993 in configuration.cpp
  [18] ConfigurationObject::endElement(this = 0x230a98 name = 0x230498
SSLPARAMS) line 990 in configuration.cpp
  [19] ConfigurationObject::endElement(this = 0x2300a0 name = 0x230498
SSLPARAMS) line 990 in configuration.cpp
  [20] ConfigurationObject::endElement(this = 0x22f570 name = 0x230498
SSLPARAMS) line 990 in configuration.cpp
  [21] ConfigurationObject::endElement(this = 0x1fcd30 name = 0x230498
SSLPARAMS) line 990 in configuration.cpp
  [22] Configuration::endElement(this = 0x1fcd20 name = 0x22eed0 SSLPARAMS)
line 668 in configuration.cpp
  [23] SAXParser::startElement(this = 0xffbeea2c elemDecl = CLASS elemURLId =
0 elemPrefix = (nil) attrList = CLASS attrCount = 8U isEmpty = 1 isRoot =
0) line 709 in SAXParser.cpp",major
BUGZILLA-414726,"Created attachment 300212
patch v1

We were altering the modification time of the local copy to see if the file is editable. As such our local copy was always newer than the one on landfill and so was never updated. My local copy was still pointing to 3.0.2 despite 3.0.3 is released for several weeks now.

Definitely a blocker as administrators relying on this notification system would never know that a newer release exists which can be bad if we do a security release.

I just touched the file on landfill to update its modification time and with this patch applied my local installation was now able to detect the one on landfill as newer and finally downloaded it.",critical
BUGZILLA-133425,"With the templatized show_bug I just got a summary truncated probably because
it contains quoted text: ... 

 that whole template should probably be audited for filter usage.
 just about nothing from bug.* should be allowed to be displayed
without filtering",blocker
TOOLKIT-347247,"Either the close button should be in the tabbing order or the notification itself should be if there's no other tabbable widget inside (such as a button). Then hitting [Esc] should close that particular notification.

NB: This issue is particularly bad with the new blocking notification introduced in bug 343574.",major
CORE_GRAVEYARD-221012,"User-Agent:       Mozilla/5.0 (X11 U Linux i686 en-US rv:1.0.1) Gecko/20020823 Netscape/7.0
Build Identifier: 

When embedding mozilla in Epiphany gnome_program_init is run twice first from
Epiphany and a second time from nsGNOMERegistry::Startup() which sets the
application name to Gecko.


Reproducible: Always

Steps to Reproduce:




From nsGNOMERegistry::Startup():

  // Initialize GNOME if it's not already initialized.  It's not
  // necessary to tell GNOME about our actual command line arguments.

  char *argv[1] = { gecko }
  _gnome_program_init(Gecko 1.0 _libgnome_module_info_get()
                      1 argv NULL)

Despite the comment gnome_program_init is called unconditionally.",critical
BUGZILLA-330849,"[% ELSIF error == milestone_required %]
    [% title = Milestone Required %]
    You must determine a target milestone for [% terms.bug %]
    [%+ bug_id FILTER html %]
    if you are going to accept it.  Part of accepting
    [%+ terms.abug %] is giving an estimate of when it will be fixed.",trivial
MOZILLA.ORG_GRAVEYARD-485210,"Created attachment 369308
A sample app/config/resource.php

1) Please execute the following on authstage db of the Prior Art project

ALTER TABLE resources ADD (md5 CHAR(32) NOT NULL)
ALTER TABLE resources ADD (extension VARCHAR(10) NOT NULL)

2) Please create a config file:
Under app/config please create a file resource.php with contents the one attached to this bug.

3) Please edit this file with the correct path to app/webroot",major
CORE-234916,"User-Agent:       
Build Identifier: Mozilla/5.0 (Macintosh U PPC Mac OS X Mach-O en-US rv:1.6) Gecko/20040206 Firefox/0.8

This looks to be the result of the checkin for bug 231995:

Program received signal EXC_BAD_ACCESS Could not access memory.
0x15037d74 in nsACString::GetReadableBuffer(char const**) const (this=0x10df780
data=0xbfffd040) at nsTAString.cpp:368
368         AsObsoleteString()->GetReadableFragment(frag
obsolete_string_type::kFirstFragment 0)
(gdb) bt 8
#0  0x15037d74 in nsACString::GetReadableBuffer(char const**) const
(this=0x10df780 data=0xbfffd040) at nsTAString.cpp:368
#1  0x15037f88 in nsACString::ToSubstring() const (this=0x10df780) at
nsTAString.cpp:403
#2  0x1503dccc in nsCSubstringTuple::IsDependentOn(char const* char const*)
const (this=0xbfffd310 start=0xbfffd2b4  end=0xbfffd2b4 ) at
nsTSubstringTuple.cpp:126
#3  0x1503dc70 in nsCSubstringTuple::IsDependentOn(char const* char const*)
const (this=0xbfffd300 start=0xbfffd2b4  end=0xbfffd2b4 ) at
nsTSubstringTuple.cpp:124
#4  0x1503c9d0 in nsCSubstring::Assign(nsCSubstringTuple const&)
(this=0xbfffd2a0 tuple=@0xbfffd300) at nsTSubstring.cpp:313
#5  0x00d2d3d4 in nsCAutoString::nsCAutoString(nsCSubstringTuple const&)
(this=0xbfffd2a0 tuple=@0xbfffd300) at ../../../dist/include/string/nsTString.h:516
#6  0x00d2d1a4 in nsCAutoString::nsCAutoString(nsCSubstringTuple const&)
(this=0xbfffd2a0 tuple=@0xbfffd300) at ../../../dist/include/string/nsTString.h:517
#7  0x001a4984 in nsScriptSecurityManager::InitDomainPolicy(JSContext* char
const* DomainPolicy*) (this=0x142e97a0 cx=0x14a9fd40 aPolicyName=0xce3260
default aDomainPolicy=0x1ab0bc60) at nsScriptSecurityManager.cpp:2913
(More stack frames follow...)

It works fine on my Linux box but I can't seem to get gdb to recognize the
source files to make a comparison.  From what I was able to dig out it's taking
the same source path.

Reproducible: Always
Steps to Reproduce:
1.
2.
3.",blocker
FIREFOX-311104,"Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.8b5) Gecko/20051004
Firefox/1.4.1 ID:2005100407

I know this is a bigger issue but I'm really not sure what it is yet. 

Steps to reproduce:
1. Go to URL and select Firefox as a product.

Nothing happens. The components should change to show only Firefox components.
Also I get this error in the JS Console: 

Error: uncaught exception: [Exception... Unexpected error  nsresult:
0x8000ffff (NS_ERROR_UNEXPECTED)  location: JS frame ::
https://bugzilla.mozilla.org/js/productform.js :: get_selection :: line 363 
data: no]

This is present on branch and regressed sometime between 2005-10-03-08 and
2005-10-04-08.",major
CORE-428846,"Created attachment 315412
fix

This is my mistake.

At quriks mode the strikeout line painting code put the wrong hint to nsCSSRendering::PaintDecorationLine(). By this bug the strikeout line is lowered half of the decoration line height from the correct position.",trivial
CORE-411747,"Created attachment 296404
reorder GetPDA slightly to protect pdobj

This isn't of course a big deal but it's worth fixing lest we mislead hapless developers trying to understand our exact GC model into doing evil.",trivial
SEAMONKEY-229214,"Some imap folders are not subscribable because they're no select. Clicking the
check box won't subscribe you to them or check the checkbox but there's no
other feedback. We should have some UI feedback up front for non-subscribable
folders.",trivial
BUGZILLA-502641,Because of the way the login form works buglist.cgi gets things like Bugzilla_remember and GoAheadAndLogIn in the URL if you log in while viewing a search.,minor
CORE-402990,"Steps to reproduce are the same as in bug 390032:
1. Load https://bugzilla.mozilla.org/attachment.cgi?id=274352

Result: Crash [@ gfxTextRun::FetchGlyphExtents]

Regression from bug 385417?",critical
BUGZILLA-138023,"Bundle::Bugzilla needs to be updated to use Template-Toolkit
v2.07.  See Bug 97832 for details.

See also Bug 108581 for the last time Bundle::Bugzilla was
updated in preparation for the Bugzilla 2.16 release.

Also this new Bundle::Bugzilla should be thoroughly tested
with Perl v5.00503 as per justdave in #mozwebtools (testing
on landfill):

 Bundle::Bugzilla fails miserably on Perl 5.00503 btw
 I just tried it
 Date::Parse is up to date.
 AppConfig is up to date.
 Template is up to date.
 Text::Wrap is up to date.
 Bundle summary: The following items in bundle Bundle::Bugzilla had
 installation problems:
   Bundle::DBD::mysql CGI::Carp and the following items had problems
during
   recursive bundle calls: DBD::mysql Data::ShowTable

This may be a bug in other Bundle::* modules but we need to 
document these and/or get the authors to fix the issues before
the Bugzilla 2.16 release.",blocker
SEAMONKEY-177242,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.2b) Gecko/20021021 Phoenix/0.3
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.2b) Gecko/20021021 Phoenix/0.3

Print Preview crashes the browser (DrWatson starts generating an error message)
if typeaheadfind has been enabled and I start typing. 

Reproducible: Always

Steps to Reproduce:
1. Ensure that typeaheadfind is enabled (it is by default) 
2. Open url - www.nytimes.com 
3. Print Preview
4. Type some characters

Actual Results:  
The browser crashed

Expected Results:  
Anything but crash. It should ignore typeaheadfind during print preview as a
first solution to the problem",critical
CORE-454766,"Created attachment 338076
patch

GCC throws a lot of warnings about suggested parentheses. This patch simply adds those parentheses and makes gcc happy :)",minor
NSS-487858,"While reviewing Elio's patch for bug 486698 I found that
the ancient build options MOZILLA_SECURITY_BUILD and
MOZILLA_BSAFE_BUILD (not used since the NSS 3.1/3.2 release
in year 2000) may confuse new NSS developers like Elio and
should be removed.

http://mxr.mozilla.org/security/search?string=MOZILLA_SECURITY_BUILD
http://mxr.mozilla.org/security/search?string=MOZILLA_BSAFE_BUILD

I believe the makefile variable CRYPTODIR can also be removed:

http://mxr.mozilla.org/security/search?string=CRYPTODIR",trivial
SOCORRO-505065,,major
FIREFOX-454562,"Created attachment 337855
patch",trivial
CORE-763395,"It's #72 top browser crasher in 14.0b6.

Here are correlations per module:
nlsp.dll@0x17e40|EXCEPTION_ACCESS_VIOLATION_READ (32 crashes)
    100% (32/32) vs.   0% (48/23847) nlsp.dll (NetOp School 6.2.2009.258)

Signature 	nlsp.dll@0x17e40 More Reports Search
UUID	218f9a4f-10fa-404f-adb0-998912120609
Date Processed	2012-06-09 05:12:09
Uptime	387
Last Crash	6.5 minutes before submission
Install Age	2.5 hours since version was first installed.
Install Time	2012-06-09 02:41:31
Product	Firefox
Version	14.0
Build ID	20120605113340
Release Channel	beta
OS	Windows NT
OS Version	6.1.7601 Service Pack 1
Build Architecture	x86
Build Architecture Info	GenuineIntel family 6 model 30 stepping 5
Crash Reason	EXCEPTION_ACCESS_VIOLATION_READ
Crash Address	0x173c1000
User Comments	crash....help
App Notes 	
AdapterVendorID: 0x10de AdapterDeviceID: 0x0e22 AdapterSubsysID: 00000000 AdapterDriverVersion: 8.17.12.7533
D2D? D2D+ DWrite? DWrite+ D3D10 Layers? D3D10 Layers+ 
EMCheckCompatibility	True
Total Virtual Memory	2147352576
Available Virtual Memory	1699102720
System Memory Use Percentage	33
Available Page File	5933989888
Available Physical Memory	2449227776

Frame 	Module 	Signature 	Source
0 	nlsp.dll 	nlsp.dll@0x17e40 	
1 	nlsp.dll 	nlsp.dll@0x16179 	
2 	ws2_32.dll 	send 	
3 	nspr4.dll 	SocketWrite 	nsprpub/pr/src/io/prsocket.c:701
4 	xul.dll 	nsSocketOutputStream::Write 	netwerk/base/src/nsSocketTransport2.cpp:587
5 	xul.dll 	nsHttpConnection::OnReadSegment 	netwerk/protocol/http/nsHttpConnection.cpp:1190
6 	xul.dll 	nsHttpPipeline::ReadFromPipe 	netwerk/protocol/http/nsHttpPipeline.cpp:682
7 	xul.dll 	nsPipeInputStream::ReadSegments 	xpcom/io/nsPipe3.cpp:799
8 	xul.dll 	nsHttpPipeline::ReadSegments 	netwerk/protocol/http/nsHttpPipeline.cpp:726
9 	xul.dll 	nsHttpConnection::OnSocketWritable 	netwerk/protocol/http/nsHttpConnection.cpp:1251
10 	xul.dll 	nsHttpConnection::OnOutputStreamReady 	netwerk/protocol/http/nsHttpConnection.cpp:1530
11 	xul.dll 	nsHttpConnection::Activate 	netwerk/protocol/http/nsHttpConnection.cpp:396
12 	xul.dll 	nsHttpConnectionMgr::DispatchTransaction 	netwerk/protocol/http/nsHttpConnectionMgr.cpp:1512
13 	xul.dll 	nsHttpConnectionMgr::TryDispatchTransaction 	netwerk/protocol/http/nsHttpConnectionMgr.cpp:1432
14 	xul.dll 	nsHttpConnectionMgr::ProcessNewTransaction 	netwerk/protocol/http/nsHttpConnectionMgr.cpp:1617
15 	xul.dll 	nsHttpConnectionMgr::OnMsgNewTransaction 	netwerk/protocol/http/nsHttpConnectionMgr.cpp:1781
16 	xul.dll 	nsHttpConnectionMgr::nsConnEvent::Run 	netwerk/protocol/http/nsHttpConnectionMgr.h:522
17 	xul.dll 	nsThread::ProcessNextEvent 	xpcom/threads/nsThread.cpp:656
18 	xul.dll 	NS_ProcessNextEvent_P 	obj-firefox/xpcom/build/nsThreadUtils.cpp:245
19 	xul.dll 	nsSocketTransportService::Run 	netwerk/base/src/nsSocketTransportService2.cpp:652
20 	xul.dll 	nsThread::ProcessNextEvent 	xpcom/threads/nsThread.cpp:656
21 	xul.dll 	nsThread::ThreadFunc 	xpcom/threads/nsThread.cpp:289
22 	nspr4.dll 	_PR_NativeRunThread 	nsprpub/pr/src/threads/combined/pruthr.c:426
23 	nspr4.dll 	pr_root 	nsprpub/pr/src/md/windows/w95thred.c:122
24 	msvcr100.dll 	_callthreadstartex 	f:\dd\vctools\crt_bld\self_x86\crt\src\threadex.c:314
25 	msvcr100.dll 	_threadstartex 	f:\dd\vctools\crt_bld\self_x86\crt\src\threadex.c:292
26 	kernel32.dll 	BaseThreadInitThunk 	
27 	ntdll.dll 	__RtlUserThreadStart 	
28 	ntdll.dll 	_RtlUserThreadStart

More reports at:
https://crash-stats.mozilla.com/report/list?signature=nlsp.dll%400x17e40",critical
